id_cliente,nombre,edad,genero,tipo_cliente,email,id_ciudad
1,raul sanchez penia,34,F,vip,email_invalido,
2,alejandro garcia munoz,43,F,vip,email_invalido,
3,raul garcia sanchez,69,F,recurrente,email_invalido,1.0
4,hernan herrera alvarez,70,M,vip,email_invalido,2.0
5,mauricio niniez munoz,70,M,empresarial,email_invalido,
6,mauricio rodriguez cruz,27,F,potencial,email_invalido,3.0
7,alejandro toro lopez,40,F,empresarial,email_invalido,3.0
8,hernan dominguez rios,28,F,vip,email_invalido,4.0
9,valentina espania rodriguez,71,F,recurrente,email_invalido,1.0
10,mauricio perez cruz,49,M,recurrente,email_invalido,5.0
11,raul perez vargas,24,F,potencial,email_invalido,6.0
12,patricia espana cruz,28,M,empresarial,email_invalido,
13,sofia sanchez cardenas,74,M,recurrente,no_identificado,7.0
14,diego rios sanchez,79,F,nuevo,email_invalido,8.0
15,monica ramirez perez,25,F,potencial,email_invalido,4.0
16,ricardo lopez rios,52,F,empresarial,email_invalido,9.0
17,claudia castano castano,37,F,nuevo,email_invalido,3.0
18,paola niniez alvarez,50,F,recurrente,email_invalido,3.0
19,alejandro martinez lopez,34,M,recurrente,email_invalido,10.0
20,claudia garcia lopez,61,M,recurrente,email_invalido,3.0
21,diego moreno herrera,62,F,nuevo,email_invalido,2.0
22,jesus ospina rios,70,M,vip,email_invalido,10.0
23,maria herrera garcia,31,M,potencial,email_invalido,9.0
24,ricardo rios espana,73,F,potencial,email_invalido,8.0
25,julian pena cifuentes,30,M,recurrente,email_invalido,1.0
26,diego cardenas niniez,48,M,nuevo,email_invalido,5.0
27,natalia moreno penia,40,M,empresarial,email_invalido,10.0
28,andres dominguez sanchez,27,M,potencial,email_invalido,9.0
29,sofia moreno herrera,27,F,recurrente,email_invalido,11.0
30,sofia fernandez lopez,29,M,vip,email_invalido,7.0
31,alejandro pena pena,22,F,vip,email_invalido,4.0
32,alvaro fernandez cruz,49,M,nuevo,email_invalido,7.0
33,alvaro castanio rodriguez,54,F,vip,email_invalido,8.0
34,jesus rodriguez perez,75,M,recurrente,email_invalido,9.0
35,julian toro munioz,39,M,recurrente,email_invalido,3.0
36,angela toro sanchez,31,F,empresarial,email_invalido,10.0
37,daniela moreno toro,30,M,recurrente,email_invalido,11.0
38,felipe cardenas vargas,55,F,nuevo,email_invalido,7.0
39,claudia herrera cifuentes,31,F,nuevo,email_invalido,7.0
40,laura herrera dominguez,65,F,nuevo,email_invalido,
41,jose ospina ospina,62,M,vip,no_identificado,10.0
42,raul munoz ospina,75,M,vip,email_invalido,
43,jesus gonzalez sanchez,57,F,nuevo,email_invalido,6.0
44,veronica moreno fernandez,40,M,recurrente,email_invalido,5.0
45,sebastian herrera rodriguez,76,F,potencial,email_invalido,3.0
46,veronica fernandez sanchez,66,M,potencial,email_invalido,
47,alvaro fernandez rios,73,F,empresarial,email_invalido,3.0
48,daniela herrera herrera,100,F,recurrente,email_invalido,9.0
49,paola cifuentes rodriguez,62,F,nuevo,email_invalido,
50,sofia martinez lopez,38,M,vip,email_invalido,
51,angela gonzalez rodriguez,21,F,vip,email_invalido,8.0
52,sebastian garcia alvarez,53,F,empresarial,email_invalido,
53,andres alvarez cifuentes,49,F,nuevo,email_invalido,7.0
54,laura martinez martinez,47,F,vip,no_identificado,5.0
55,mauricio vargas espania,73,F,vip,email_invalido,3.0
56,julian cardenas ramirez,44,M,recurrente,email_invalido,8.0
57,andres pena fernandez,36,M,nuevo,email_invalido,3.0
58,andres dominguez munioz,54,M,potencial,email_invalido,11.0
59,raul ninez ospina,69,M,empresarial,email_invalido,6.0
60,jesus ramirez lopez,19,F,vip,email_invalido,2.0
61,laura lopez gutierrez,64,M,empresarial,email_invalido,
62,diego dominguez cruz,23,M,empresarial,email_invalido,2.0
63,natalia cardenas herrera,35,F,potencial,email_invalido,7.0
64,sofia ospina gonzalez,46,M,recurrente,email_invalido,
65,angela cifuentes espania,24,M,potencial,email_invalido,5.0
66,alvaro pena dominguez,52,M,potencial,email_invalido,2.0
67,andres ramirez dominguez,30,M,recurrente,email_invalido,2.0
68,jesus cardenas gutierrez,48,F,potencial,email_invalido,12.0
69,patricia lopez dominguez,44,F,potencial,email_invalido,
70,jose rios cruz,26,M,recurrente,email_invalido,
71,mauricio alvarez cardenas,51,F,empresarial,email_invalido,5.0
72,julian perez fernandez,61,M,potencial,email_invalido,10.0
73,jesus cardenas garcia,19,F,potencial,email_invalido,11.0
74,ricardo ninez fernandez,30,F,nuevo,no_identificado,8.0
75,angela munioz martinez,35,M,empresarial,email_invalido,3.0
