id_cliente,nombre,edad,genero,tipo_cliente,email,id_ciudad
1,maria rodriguez penia,57,F,recurrente,email_invalido,12.0
2,veronica vargas perez,36,M,empresarial,email_invalido,
3,valentina castano castanio,61,M,recurrente,email_invalido,5.0
5,diego dominguez gonzalez,52,F,potencial,email_invalido,9.0
6,benjamin fernandez alvarez,38,F,nuevo,email_invalido,5.0
7,laura fernandez vargas,61,F,vip,email_invalido,9.0
8,natalia gutierrez dominguez,72,F,vip,email_invalido,1.0
9,hernan moreno dominguez,86,F,potencial,email_invalido,10.0
10,patricia moreno herrera,70,M,recurrente,email_invalido,4.0
11,natalia ramirez castano,54,F,nuevo,email_invalido,2.0
12,jesus toro cruz,34,M,nuevo,email_invalido,6.0
13,mauricio garcia ninez,40,M,empresarial,no identificado,6.0
14,paola dominguez rodriguez,29,F,empresarial,email_invalido,11.0
15,jose lopez penia,77,F,empresarial,email_invalido,6.0
16,alvaro ramirez cardenas,74,F,empresarial,email_invalido,10.0
17,natalia sanchez garcia,44,M,empresarial,email_invalido,9.0
18,paola moreno perez,60,M,nuevo,email_invalido,7.0
19,jose dominguez cifuentes,67,M,nuevo,email_invalido,3.0
20,maria cifuentes fernandez,74,M,vip,email_invalido,11.0
21,diego gutierrez ospina,19,F,recurrente,email_invalido,9.0
22,veronica toro espania,100,F,nuevo,no identificado,2.0
23,patricia dominguez rodriguez,68,F,nuevo,email_invalido,8.0
24,jesus fernandez espana,41,F,vip,email_invalido,2.0
25,monica garcia ramirez,38,M,potencial,email_invalido,7.0
26,sebastian sanchez espana,23,F,potencial,email_invalido,3.0
27,alejandro pena toro,18,F,empresarial,email_invalido,9.0
28,jose cruz ospina,69,M,vip,email_invalido,999.0
29,mauricio herrera cifuentes,75,F,nuevo,email_invalido,
30,sofia fernandez penia,22,F,recurrente,no identificado,11.0
31,ricardo sanchez garcia,80,F,empresarial,email_invalido,8.0
32,camilo vargas vargas,37,M,potencial,email_invalido,6.0
33,julian cifuentes cruz,30,F,recurrente,email_invalido,3.0
34,camilo garcia herrera,62,M,empresarial,email_invalido,6.0
35,daniela herrera martinez,100,M,potencial,email_invalido,3.0
36,valentina espana alvarez,44,M,nuevo,email_invalido,10.0
37,patricia castano cruz,19,F,nuevo,email_invalido,3.0
38,julian fernandez alvarez,35,M,potencial,email_invalido,
39,valentina cruz castano,36,M,empresarial,email_invalido,8.0
40,paola ospina munioz,31,F,recurrente,email_invalido,5.0
41,alejandro cruz toro,63,F,vip,email_invalido,1.0
42,jose sanchez cardenas,77,F,nuevo,email_invalido,9.0
43,natalia cardenas cifuentes,57,F,recurrente,email_invalido,
44,jesus moreno toro,59,F,recurrente,email_invalido,4.0
45,natalia cruz rodriguez,44,M,recurrente,email_invalido,9.0
46,natalia rodriguez martinez,19,M,nuevo,email_invalido,2.0
47,raul munoz perez,48,M,potencial,email_invalido,7.0
48,paola toro cifuentes,98,M,vip,email_invalido,8.0
49,valentina fernandez fernandez,63,F,nuevo,email_invalido,8.0
50,angela martinez toro,57,F,vip,email_invalido,12.0
51,carolina rodriguez cardenas,69,F,nuevo,email_invalido,
52,jesus garcia toro,37,F,potencial,email_invalido,3.0
53,sebastian ospina castano,68,M,recurrente,email_invalido,2.0
54,paola lopez pena,20,F,vip,email_invalido,3.0
55,paola fernandez ramirez,63,M,nuevo,email_invalido,
56,alejandro rodriguez niniez,47,M,empresarial,email_invalido,9.0
57,angela moreno sanchez,25,M,nuevo,no identificado,
58,ricardo ramirez cruz,30,F,empresarial,email_invalido,2.0
59,julian toro garcia,58,M,nuevo,email_invalido,
60,daniela ramirez gonzalez,27,F,nuevo,email_invalido,
61,alejandro fernandez rios,47,M,vip,email_invalido,999.0
62,carolina pena moreno,52,F,empresarial,email_invalido,6.0
63,ricardo martinez gonzalez,30,M,potencial,no identificado,2.0
64,sofia ospina garcia,40,F,vip,email_invalido,
65,jose ramirez castanio,73,M,nuevo,email_invalido,999.0
66,alejandro lopez cifuentes,43,M,recurrente,email_invalido,8.0
67,andres gutierrez castanio,30,F,nuevo,email_invalido,5.0
68,raul rios castano,57,M,recurrente,email_invalido,9.0
69,sebastian cifuentes martinez,64,F,nuevo,email_invalido,999.0
71,alvaro fernandez rodriguez,34,F,potencial,email_invalido,7.0
72,felipe cruz moreno,47,M,vip,email_invalido,
73,natalia castanio gonzalez,71,F,empresarial,email_invalido,12.0
74,valentina gutierrez castanio,71,F,vip,email_invalido,
75,monica toro castanio,46,F,nuevo,email_invalido,999.0
76,felipe perez ninez,25,F,empresarial,email_invalido,
77,maria castanio ninez,100,M,potencial,email_invalido,
78,diego lopez garcia,48,M,recurrente,email_invalido,6.0
79,julian lopez rodriguez,30,F,nuevo,email_invalido,999.0
80,benjamin ninez sanchez,20,M,vip,email_invalido,4.0
81,sebastian perez gonzalez,64,M,recurrente,email_invalido,
82,sebastian fernandez fernandez,26,F,nuevo,email_invalido,11.0
83,laura martinez gutierrez,61,M,recurrente,email_invalido,12.0
84,natalia pena lopez,67,M,recurrente,email_invalido,11.0
85,veronica cardenas ospina,68,F,empresarial,no identificado,2.0
86,raul cardenas moreno,75,M,empresarial,email_invalido,1.0
87,mauricio penia martinez,44,M,empresarial,email_invalido,6.0
88,claudia gonzalez herrera,31,M,empresarial,email_invalido,3.0
89,maria martinez ospina,61,F,recurrente,email_invalido,10.0
91,maria cifuentes espania,54,M,nuevo,email_invalido,3.0
92,jesus martinez moreno,70,F,vip,email_invalido,12.0
93,paola espania sanchez,30,M,recurrente,email_invalido,11.0
94,benjamin cruz vargas,38,F,potencial,email_invalido,6.0
95,jose ospina fernandez,24,M,recurrente,email_invalido,12.0
96,diego fernandez castanio,34,M,nuevo,email_invalido,11.0
97,ricardo herrera ospina,20,F,potencial,email_invalido,
98,natalia cardenas sanchez,73,M,vip,email_invalido,7.0
99,benjamin herrera ospina,78,M,potencial,email_invalido,11.0
100,patricia cifuentes ninez,67,F,vip,email_invalido,4.0
101,patricia espania penia,57,F,vip,no identificado,8.0
102,valentina munoz gutierrez,22,M,vip,email_invalido,
103,natalia lopez cardenas,79,M,potencial,email_invalido,3.0
104,valentina penia pena,35,F,empresarial,email_invalido,3.0
105,mauricio lopez ninez,32,F,empresarial,email_invalido,
