id_cliente,nombre,edad,genero,tipo_cliente,email,id_ciudad
1,valentina lopez perez,52,M,vip,email_invalido,2.0
2,paola martinez espana,25,F,recurrente,email_invalido,7.0
3,felipe moreno vargas,31,M,vip,email_invalido,999.0
4,valentina vargas gutierrez,79,M,vip,email_invalido,12.0
5,mauricio rodriguez gutierrez,56,M,vip,email_invalido,7.0
6,andres moreno herrera,30,F,recurrente,no identificado,3.0
7,raul cifuentes pena,62,F,recurrente,email_invalido,
8,alvaro martinez pena,79,F,vip,email_invalido,
9,julian toro herrera,53,M,recurrente,email_invalido,2.0
10,paola lopez munoz,26,F,potencial,email_invalido,
11,julian espana martinez,58,F,recurrente,email_invalido,9.0
13,sebastian sanchez cardenas,29,F,recurrente,email_invalido,6.0
14,jesus ninez munoz,30,M,nuevo,email_invalido,4.0
15,carolina martinez gonzalez,50,M,potencial,email_invalido,7.0
16,ricardo perez espania,65,M,nuevo,email_invalido,12.0
17,patricia martinez cardenas,30,M,potencial,email_invalido,3.0
18,daniela rodriguez herrera,75,M,potencial,email_invalido,
19,benjamin herrera cruz,29,F,potencial,email_invalido,6.0
20,sofia munoz lopez,80,M,potencial,email_invalido,10.0
21,julian moreno sanchez,48,F,recurrente,no identificado,
22,camilo herrera cardenas,62,M,vip,email_invalido,
23,daniela penia alvarez,21,M,nuevo,email_invalido,4.0
24,ricardo ramirez herrera,30,M,nuevo,email_invalido,999.0
25,sebastian gutierrez toro,51,M,nuevo,email_invalido,
26,mauricio cifuentes penia,22,F,empresarial,email_invalido,5.0
27,angela toro cardenas,32,F,vip,email_invalido,2.0
28,patricia cifuentes cruz,77,F,nuevo,email_invalido,1.0
29,monica ninez alvarez,41,M,recurrente,email_invalido,12.0
30,paola castanio ramirez,54,M,potencial,email_invalido,11.0
31,valentina perez ramirez,43,M,potencial,email_invalido,999.0
32,ricardo dominguez cruz,73,M,empresarial,email_invalido,6.0
34,alejandro lopez vargas,51,F,vip,email_invalido,11.0
35,maria cruz cardenas,31,M,empresarial,email_invalido,
36,jesus martinez garcia,48,F,potencial,email_invalido,999.0
37,maria moreno castanio,30,M,potencial,email_invalido,10.0
38,angela moreno moreno,77,F,vip,email_invalido,1.0
39,valentina rios alvarez,30,F,empresarial,email_invalido,10.0
40,diego ospina dominguez,41,M,recurrente,email_invalido,
41,felipe rodriguez sanchez,30,M,potencial,email_invalido,
42,laura dominguez herrera,22,F,potencial,email_invalido,999.0
43,veronica rodriguez castanio,22,F,recurrente,email_invalido,2.0
44,paola rios ospina,54,F,recurrente,email_invalido,7.0
45,carolina martinez penia,37,M,empresarial,email_invalido,6.0
46,diego garcia rios,52,M,empresarial,email_invalido,9.0
47,benjamin herrera herrera,59,M,recurrente,email_invalido,1.0
48,monica gonzalez munoz,70,M,nuevo,email_invalido,3.0
49,daniela moreno vargas,35,M,vip,email_invalido,9.0
50,alvaro cifuentes fernandez,72,M,vip,email_invalido,
51,hernan martinez gonzalez,58,M,potencial,email_invalido,10.0
52,patricia rios moreno,30,M,nuevo,email_invalido,
53,carolina lopez castano,27,F,nuevo,email_invalido,3.0
54,jose vargas castanio,100,F,nuevo,email_invalido,7.0
55,daniela fernandez alvarez,78,F,vip,email_invalido,5.0
56,benjamin alvarez lopez,45,M,recurrente,email_invalido,
57,laura perez pena,52,F,recurrente,email_invalido,5.0
58,jose rios alvarez,73,M,vip,email_invalido,3.0
59,andres alvarez alvarez,46,F,recurrente,email_invalido,6.0
60,julian garcia espana,18,M,potencial,email_invalido,3.0
61,sofia gonzalez gutierrez,30,M,potencial,email_invalido,6.0
62,paola penia fernandez,63,F,nuevo,email_invalido,999.0
63,mauricio toro gutierrez,68,F,recurrente,email_invalido,10.0
65,sebastian ospina gutierrez,39,F,nuevo,email_invalido,7.0
66,benjamin herrera perez,26,M,empresarial,email_invalido,
67,sofia pena fernandez,67,F,nuevo,email_invalido,1.0
68,alvaro espana alvarez,37,F,vip,email_invalido,10.0
69,natalia garcia ramirez,18,M,empresarial,email_invalido,999.0
70,jesus fernandez lopez,30,M,vip,email_invalido,3.0
71,camilo niniez alvarez,42,F,potencial,email_invalido,3.0
72,monica martinez espana,65,M,vip,email_invalido,12.0
73,patricia ramirez perez,71,M,vip,email_invalido,1.0
74,claudia cruz cruz,30,F,vip,email_invalido,2.0
75,natalia ninez rodriguez,33,F,vip,email_invalido,
76,alvaro espania toro,52,M,potencial,email_invalido,12.0
78,raul ospina rios,23,F,potencial,email_invalido,5.0
79,hernan castanio penia,39,M,nuevo,email_invalido,10.0
80,sebastian castanio penia,30,F,vip,email_invalido,4.0
81,angela munoz sanchez,57,F,empresarial,email_invalido,5.0
82,mauricio niniez cardenas,65,F,empresarial,email_invalido,5.0
83,hernan sanchez ospina,40,F,vip,email_invalido,6.0
84,andres penia cardenas,61,M,empresarial,email_invalido,5.0
85,ricardo alvarez fernandez,30,F,empresarial,email_invalido,9.0
86,valentina rodriguez gonzalez,31,F,vip,email_invalido,7.0
87,angela vargas espana,21,M,potencial,email_invalido,
88,daniela cruz ramirez,55,M,vip,email_invalido,
89,jesus gonzalez castano,80,M,nuevo,email_invalido,
90,ricardo cardenas cifuentes,66,F,recurrente,email_invalido,
91,alvaro ninez alvarez,33,M,nuevo,email_invalido,2.0
92,julian fernandez vargas,27,F,empresarial,email_invalido,
93,daniela cardenas moreno,54,F,recurrente,email_invalido,
94,veronica fernandez martinez,39,F,empresarial,email_invalido,2.0
95,mauricio fernandez ramirez,64,M,empresarial,email_invalido,
96,sofia gonzalez herrera,34,M,recurrente,email_invalido,3.0
97,claudia munioz fernandez,49,F,potencial,email_invalido,2.0
98,daniela cardenas lopez,48,M,potencial,email_invalido,1.0
99,jose fernandez ninez,45,F,potencial,email_invalido,10.0
100,natalia moreno fernandez,33,F,recurrente,email_invalido,8.0
101,jesus cifuentes alvarez,30,M,nuevo,email_invalido,
103,daniela gutierrez cardenas,59,M,vip,email_invalido,
104,julian herrera moreno,28,F,nuevo,email_invalido,2.0
105,felipe ospina gonzalez,49,M,nuevo,email_invalido,5.0
106,claudia rios martinez,30,M,nuevo,email_invalido,6.0
107,patricia gutierrez toro,70,F,vip,email_invalido,2.0
108,julian espania martinez,60,M,recurrente,email_invalido,11.0
109,monica alvarez gutierrez,78,F,potencial,email_invalido,7.0
110,benjamin gonzalez ninez,62,M,nuevo,email_invalido,5.0
112,carolina gonzalez gonzalez,64,F,empresarial,email_invalido,999.0
113,diego lopez herrera,43,F,vip,email_invalido,1.0
114,ricardo gonzalez ramirez,77,M,nuevo,email_invalido,12.0
115,laura garcia rodriguez,29,F,empresarial,email_invalido,999.0
116,camilo perez fernandez,40,M,nuevo,email_invalido,11.0
117,paola castanio rodriguez,24,F,recurrente,email_invalido,
118,veronica gonzalez ospina,79,M,nuevo,email_invalido,1.0
119,sebastian espania martinez,45,F,recurrente,email_invalido,6.0
120,jesus penia cifuentes,34,F,nuevo,email_invalido,2.0
121,claudia cifuentes rios,30,F,nuevo,email_invalido,
122,patricia herrera niniez,43,F,nuevo,email_invalido,8.0
123,mauricio toro sanchez,30,F,vip,email_invalido,999.0
124,monica sanchez dominguez,30,M,empresarial,email_invalido,4.0
125,paola sanchez vargas,30,M,potencial,email_invalido,1.0
126,raul vargas vargas,80,F,empresarial,email_invalido,10.0
127,julian fernandez herrera,28,F,potencial,email_invalido,10.0
128,carolina toro toro,19,M,vip,email_invalido,7.0
129,carolina cruz cruz,23,F,vip,email_invalido,4.0
130,mauricio vargas rodriguez,39,M,vip,no identificado,9.0
131,paola pena sanchez,30,M,nuevo,email_invalido,1.0
132,andres fernandez gutierrez,37,M,potencial,email_invalido,
133,alejandro munioz niniez,25,F,potencial,email_invalido,10.0
134,angela espana perez,30,F,potencial,no identificado,2.0
135,daniela cardenas ramirez,39,M,nuevo,no identificado,
136,jose fernandez lopez,35,M,nuevo,email_invalido,2.0
137,mauricio pena gutierrez,37,M,empresarial,email_invalido,5.0
138,angela ospina cardenas,69,F,recurrente,no identificado,6.0
139,hernan castano perez,61,F,potencial,email_invalido,
140,alejandro munioz martinez,30,M,potencial,email_invalido,9.0
141,monica munioz ospina,77,M,nuevo,email_invalido,
142,laura gonzalez gutierrez,35,F,empresarial,email_invalido,999.0
143,raul fernandez lopez,33,F,nuevo,email_invalido,11.0
145,andres gonzalez pena,18,F,nuevo,email_invalido,6.0
146,paola espana alvarez,30,F,recurrente,email_invalido,6.0
147,ricardo vargas rodriguez,26,M,potencial,email_invalido,999.0
148,felipe sanchez niniez,19,F,nuevo,email_invalido,4.0
149,carolina gutierrez espana,60,M,vip,email_invalido,999.0
150,natalia toro gutierrez,50,M,recurrente,email_invalido,12.0
151,diego rodriguez dominguez,40,M,recurrente,no identificado,
152,laura herrera dominguez,29,F,recurrente,email_invalido,
153,natalia gutierrez fernandez,26,F,nuevo,email_invalido,
154,valentina martinez garcia,31,M,potencial,email_invalido,10.0
155,valentina garcia niniez,62,M,vip,email_invalido,
156,natalia ramirez vargas,22,F,nuevo,email_invalido,3.0
157,alejandro espana dominguez,22,F,vip,email_invalido,12.0
158,camilo cruz cifuentes,78,F,vip,email_invalido,11.0
159,daniela herrera martinez,65,M,nuevo,email_invalido,4.0
160,maria garcia cardenas,64,M,potencial,email_invalido,10.0
161,daniela pena garcia,37,F,empresarial,email_invalido,
162,diego vargas niniez,39,F,empresarial,email_invalido,999.0
163,daniela ninez perez,23,M,empresarial,email_invalido,9.0
164,carolina cardenas toro,41,M,nuevo,email_invalido,9.0
165,maria sanchez cifuentes,70,F,recurrente,email_invalido,9.0
166,alvaro herrera cifuentes,30,M,nuevo,email_invalido,12.0
167,camilo moreno sanchez,26,M,recurrente,email_invalido,7.0
168,ricardo espania rios,38,M,empresarial,email_invalido,2.0
169,natalia cruz rodriguez,67,F,nuevo,no identificado,999.0
170,sebastian perez ninez,41,F,nuevo,email_invalido,5.0
171,camilo vargas garcia,80,M,recurrente,email_invalido,7.0
172,camilo espana penia,52,M,empresarial,email_invalido,5.0
173,maria cardenas ramirez,29,M,nuevo,no identificado,999.0
