id_vendedor,nombre_vendedor,experiencia,sucursal,ventas_realizadas,ingresos_generados,ticket_promedio,comision_total,clientes_atendidos
30.0,julian dominguez,18,sucursal occidente,7,746173.0,106596.14285714286,13034.32,7
25.0,alvaro cardenas,23,sucursal principal,5,591656.0,118331.2,14559.55,5
33.0,paola toro,20,sucursal principal,8,570594.0,71324.25,10162.8,8
30.0,julian dominguez,18,sucursal principal,5,538885.0,107777.0,12801.37,5
100.0,monica lopez,11,sucursal carrera 7,6,525243.0,87540.5,12163.19,6
31.0,sebastian sanchez,8,sucursal aeropuerto,7,519844.0,74263.42857142857,15035.91,7
8.0,raul castanio,7,sucursal centro,5,516668.0,103333.6,9310.029999999999,5
41.0,mauricio dominguez,15,sucursal oriente,6,513663.0,85610.5,7227.01,6
77.0,alvaro rios,14,sucursal occidente,5,506780.0,101356.0,13779.97,5
32.0,angela fernandez,17,sucursal centro,5,497517.0,99503.4,8641.12,5
8.0,raul castanio,7,sucursal occidente,5,491116.0,98223.2,8586.78,5
9.0,camilo herrera,23,sucursal industrial,6,473351.0,78891.83333333333,12891.75,6
20.0,alejandro moreno,0,sucursal principal,5,466500.0,93300.0,15126.56,5
52.0,carolina ospina,1,sucursal industrial,9,459136.0,51015.11111111111,12545.24,9
53.0,carolina martinez,5,sucursal centro,6,454423.0,75737.16666666667,7225.799999999999,6
5.0,alejandro vargas,2,sucursal principal,6,429730.0,71621.66666666667,12219.14,6
16.0,ricardo castanio,8,sucursal principal,5,428496.0,85699.2,4528.33,5
18.0,paola cruz,6,sucursal aeropuerto,5,424844.0,84968.8,5559.95,5
73.0,andres castano,18,sucursal aeropuerto,6,419445.0,69907.5,10058.58,6
48.0,laura espana,11,sucursal aeropuerto,4,414453.0,103613.25,6093.95,4
39.0,alejandro munoz,7,sucursal carrera 7,4,411287.0,102821.75,9257.6,4
83.0,ricardo cardenas,18,sucursal calle 80,6,411046.0,82209.2,12968.210000000001,6
96.0,maria garcia,16,sucursal aeropuerto,5,409323.0,81864.6,8904.56,5
85.0,paola garcia,14,sucursal principal,4,404418.0,101104.5,5802.77,4
93.0,jesus dominguez,24,sucursal principal,5,403330.0,80666.0,14549.59,5
13.0,daniela penia,22,sucursal industrial,4,402050.0,100512.5,6963.57,4
91.0,jesus cardenas,4,sucursal principal,4,392518.0,98129.5,9244.12,4
80.0,maria gutierrez,16,sucursal centro,5,388338.0,77667.6,10009.1,5
88.0,ricardo rodriguez,12,sucursal carrera 7,6,385404.0,64234.0,6065.549999999999,6
45.0,carolina toro,7,sucursal principal,5,382841.0,76568.2,11434.86,5
22.0,angela munioz,9,sucursal principal,4,377456.0,94364.0,4821.78,4
